ID_Pedido,Fecha_Pedido,Fecha_Entrega,ID_Cliente,Cliente,Ciudad,Region,Canal,Vendedor,SKU,Producto,Categoria,Unidades,Precio_Lista,Descuento_Porc,Precio_Final,Ingreso_Bruto,Ingreso_Neto,Costo_Logistico,Unidades_Devueltas,Estado_Entrega,Codigo_Promocion
PED011416,2025-09-07,2025-09-12,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,Autoservicio,Luis Peña,SKU006,Café Premium Grano 1kg,Premium,236,429,0.1025,385.03,101244,90867.08,7729.66,1,Entregado a tiempo,
PED011417,2025-09-11,2025-09-13,CL039,Café y Punto Gourmet,Toluca,Centro,E-commerce,Luis Peña,SKU012,Espresso Grano 1kg,Especialidad,16,468,0.0941,423.96,7488,6783.36,831.77,1,Entregado a tiempo,
PED011417,2025-10-12,2025-10-13,CL026,Café Ruta 11 S. de R.L.,Ciudad de México,Centro,Autoservicio,Iván Durán,SKU007,Café Orgánico Molido 250g,Orgánico,76,132,0.0538,124.9,10032,9492.4,968.7,0,Entregado a tiempo,
PED011418,2025-11-12,2025-11-17,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Autoservicio,Luis Peña,SKU011,Descafeinado Molido 500g,Descafeinado,148,236,0.134,204.38,34928,30248.24,2481.57,4,Entregado a tiempo,PROMO18
PED011418,2025-12-18,2025-12-23,CL031,Tiendas Plaza Viva S. de R.L.,Querétaro,Centro,HORECA,Iván Durán,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,63,102,0.0735,94.5,6426,5953.5,700.69,1,Entregado a tiempo,
PED011419,2025-10-08,2025-10-11,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Valeria Solís,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,339,102,0.1534,86.35,34578,29272.65,2040.28,5,Entregado a tiempo,
PED011419,2025-09-23,2025-09-25,CL069,Tiendas Urbanas MX S.A. de C.V.,Morelia,Occidente,HORECA,Valeria Solís,SKU002,Café Tradicional Molido 500g,Tradicional,93,148,0.0681,137.92,13764,12826.56,1366.06,1,Entregado a tiempo,
PED011420,2025-12-23,2025-12-24,CL033,Mayoreo Sol del Pacífico Comercial,Querétaro,Centro,E-commerce,Iván Durán, SKU018,Cold Brew Concentrado 1L,Bebidas listas,3,168,0.0469,160.12,504,480.36,63.85,0,Entregado a tiempo,PROMO20
PED011420,2025-10-13,,CL067,Café y Punto Gourmet Comercial,Aguascalientes,Occidente,E-commerce,Sofía Gil,SKU008,Café Orgánico Molido 500g,Orgánico,18,248,0.0625,232.5,4464,4185.0,659.36,1,Pendiente,PROMO36
PED011421,2025-10-13,2025-10-16,CL022,Comercializadora Tostado Fino S. de R.L.,Hermosillo,Norte,Autoservicio,Andrés Castañeda,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,234,102,0.0584,96.04,23868,22473.36,2204.14,0,Entregado a tiempo,
PED011421,2025-12-22,,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,E-commerce,Sofía Gil,SKU014,Blend Casa 1kg,Especialidad,9,396,0.1066,353.79,3564,3184.11,553.79,0,Pendiente,PROMO01
PED011422,2025-09-27,2025-09-30,CL070,Distribuidora Cafetalera del Norte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Valeria Solís,SKU011,Descafeinado Molido 500g,Descafeinado,23,236,0.0097,233.71,5428,5375.33,855.21,1,Entregado a tiempo,
PED011422,2025-11-19,2025-11-22,CL065,Grupo Abasto Metropolitano S. de R.L.,Guadalajara,Occidente,HORECA,Andrés Castañeda,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,75,108,0.1056,96.6,8100,7245.0,919.1,1,Entregado a tiempo,
PED011423,2025-11-02,2025-11-03,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Valeria Solís,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,183,102,0.1204,89.72,18666,16418.76,988.11,2,Entregado a tiempo,
PED011423,2025-09-23,2025-10-06,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Andrés Castañeda,SKU004,Café Premium Molido 250g,Premium,261,118,0.1413,101.33,30798,26447.13,2047.98,5,Entregado con atraso,
PED011424,2025-09-24,2025-09-30,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Valeria Solís,SKU018,Cold Brew Concentrado 1L,Bebidas listas,120,168,0.1711,139.26,20160,16711.2,1239.18,2,Entregado a tiempo,PROMO07
PED011424,2025-11-08,2025-11-12,CL014,Comercializadora Horizonte Comercial,Saltillo,Norte,E-commerce,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,4,148,0.0401,142.07,592,568.28,89.14,0,Entregado a tiempo,
PED011425,2025-10-04,2025-10-08,CL028,Grupo Abasto Metropolitano Comercial,CDMX,Centro,Autoservicio,Iván Durán,SKU002,Café Tradicional Molido 500g,Tradicional,109,148,0.1132,131.25,16132,14306.25,972.94,1,Entregado a tiempo,
PED011425,2025-11-06,2025-11-11,CL021,Tiendas Urbanas MX S.A. de C.V.,Saltillo,Norte,HORECA,Luis Peña,SKU018,Cold Brew Concentrado 1L,Bebidas listas,94,168,0.1097,149.57,15792,14059.58,1816.94,1,Entregado a tiempo,
PED011426,2025-09-12,2025-09-16,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Mayoreo,Valeria Solís,SKU019,Drip Bags Selección 8 pzas,Especialidad,339,158,0.1396,135.94,53562,46083.66,3786.93,7,Entregado a tiempo,
PED011426,2025-10-05,2025-10-11,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,HORECA,Andrés Castañeda,SKU018,Cold Brew Concentrado 1L,Bebidas listas,15,168,0.0827,154.11,2520,2311.65,277.67,0,Entregado a tiempo,
PED011427,2025-09-11,2025-09-17,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Mayoreo,Andrés Castañeda,SKU004,Café Premium Molido 250g,Premium,251,118,0.0698,109.76,29618,27549.76,2076.61,6,Entregado a tiempo,
PED011427,2025-09-07,2025-09-08,CL004,Comercializadora Tostado Fino Comercial,Hermosillo,Norte,HORECA,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,34,96,0.0333,92.8,3264,3155.2,415.71,1,Entregado a tiempo,
PED011428,2025-10-04,2025-10-05,CL070,Distribuidora Cafetalera del Norte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Sofía Gil,SKU014,Blend Casa 1kg,Especialidad,30,396,0.01,392.04,11880,11761.2,1418.02,1,Entregado a tiempo,
PED011428,2025-11-16,2025-11-27,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,HORECA,Andrés Castañeda,SKU001,Café Tradicional Molido 250g,Tradicional,91,78,0.0971,70.43,7098,6409.13,569.29,1,Entregado con atraso,
PED011429,2025-11-08,2025-11-18,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,119,96,0.1332,83.21,11424,9901.99,820.61,1,Entregado con atraso,
PED011429,2025-09-29,2025-10-03,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Valeria Solís,SKU005,Café Premium Molido 500g,Premium,14,224,0.0954,202.63,3136,2836.82,459.14,1,Entregado a tiempo,
PED011430,2025-11-04,2025-11-07,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,E-commerce,Andrés Castañeda,SKU009,Café Orgánico Grano 1kg,Orgánico,28,462,0.0573,435.53,12936,12194.84,1502.14,1,Entregado a tiempo,
PED011430,2025-10-13,2025-10-15,CL057,Tiendas Plaza Viva Comercial,Guadalajara,Occidente,HORECA,Paola Luna,SKU003 ,Café Tradicional Grano 1kg,Tradicional,104,276,0.0504,262.09,28704,27257.36,2351.04,2,Entregado a tiempo,
PED011431,2025-12-02,2025-12-05,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,E-commerce,Andrés Castañeda,SKU008,Café Orgánico Molido 500g,Orgánico,9,248,0.0189,243.31,2232,2189.79,334.06,0,Entregado a tiempo,
PED011431,2025-11-28,2025-12-03,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Autoservicio,Sofía Gil,SKU002,Café Tradicional Molido 500g,Tradicional,76,148,0.0727,137.24,11248,10430.24,890.31,2,Entregado a tiempo,
PED011432,2025-09-08,2025-09-13,CL023,Bodega San Gabriel MX,Hermosillo,Norte,Mayoreo,Andrés Castañeda,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,117,108,0.1313,93.82,12636,10976.94,933.21,1,Entregado a tiempo,
PED011432,2025-09-23,2025-09-24,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Luis Peña,SKU003,Café Tradicional Grano 1kg,Tradicional,97,276,0.1334,239.18,26772,23200.46,2315.32,0,Entregado a tiempo,
PED011433,2025-10-31,,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Mayoreo,Andrés Castañeda,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,27,102,0.1709,84.57,2754,2283.39,119.23,1,Pendiente,
PED011433,2025-11-09,2025-11-15,CL055,Cafe Ruta 11 S. de R.L.,León,Occidente,Mayoreo,Iván Durán,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,245,102,0.1259,89.16,24990,21844.2,1718.35,7,Entregado a tiempo,
PED011434,2025-12-02,2025-12-08,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Paola Luna,SKU018,Cold Brew Concentrado 1L,Bebidas listas,279,168,0.1662,140.08,46872,39082.32,2938.25,4,Entregado a tiempo,
PED011434,2025-09-20,2025-09-25,CL037,Cadena Selecta Retail MX,Querétaro,Centro,Mayoreo,Luis Peña,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,320,102,0.0676,95.1,32640,30432.0,2347.91,3,Entregado a tiempo,
PED011435,2025-11-11,2025-11-17,CL009,Café Ruta 11 Comercial,Monterrey,Norte,Autoservicio,Luis Peña,SKU012,Espresso Grano 1kg,Especialidad,144,468,0.0558,441.89,67392,63632.16,6330.22,4,Entregado a tiempo,
PED011435,2025-10-05,2025-10-09,CL012,Tiendas Plaza Viva S. de R.L.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU002,Café Tradicional Molido 500g,Tradicional,45,148,0.0523,140.26,6660,6311.7,634.25,1,Entregado a tiempo,
PED011436,2025-09-28,2025-10-02,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Sofía Gil,SKU012,Espresso Grano 1kg,Especialidad,351,468,0.0679,436.22,164268,153113.22,8089.57,7,Entregado a tiempo,
PED011436,2025-09-04,2025-09-05,CL031,Tiendas Plaza Viva S. de R.L.,Querétaro,Centro,Autoservicio,Andrés Castañeda,SKU014,Blend Casa 1kg,Especialidad,233,396,0.0748,366.38,92268,85366.54,6866.08,4,Entregado a tiempo,
PED011437,2025-09-12,2025-09-13,CL056,Mercados Unidos del Bajío MX,Aguascalientes,Occidente,HORECA,Valeria Solís,SKU014,Blend Casa 1kg,Especialidad,62,396,0.0951,358.34,24552,22217.08,2374.43,1,Entregado a tiempo,
PED011437,2025-12-03,2025-12-08,CL009,Café Ruta 11 Comercial,MTY,Norte,E-commerce,Valeria Solís,SKU018,Cold Brew Concentrado 1L,Bebidas listas,12,168,0.0116,166.05,2016,1992.6,299.27,0,Entregado a tiempo,
PED011438,2025-10-06,2025-10-08,CL054,Café de Barrio Premium S.A. de C.V.,Aguascalientes,Occidente,E-commerce,Andrés Castañeda,SKU007,Café Orgánico Molido 250g,Orgánico,3,132,0.0741,122.22,396,366.66,47.32,0,Entregado a tiempo,
PED011438,2025-10-27,2025-10-28,CL072,Café de Barrio Premium Comercial,Aguascalientes,Occidente,E-commerce,Andrés Castañeda,SKU005,Café Premium Molido 500g,Premium,15,224,0.0873,204.44,3360,3066.6,511.98,1,Entregado a tiempo,
PED011439,2025-09-28,2025-10-08,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,E-commerce,Luis Peña,SKU004,Café Premium Molido 250g,Premium,22,118,0.0174,115.95,2596,2550.9,331.69,1,Entregado con atraso,
PED011439,2025-09-13,2025-09-25,CL034,Distribuidora Monte Claro,Toluca,Centro,Autoservicio,Andrés Castañeda,SKU004,Café Premium Molido 250g,Premium,99,118,0.1113,104.87,11682,10382.13,894.37,2,Entregado con atraso,
PED011440,2025-09-30,2025-10-03,CL038,Comercializadora Horizonte Comercial,Querétaro,Centro,Mayoreo,Andrés Castañeda, SKU001,Café Tradicional Molido 250g,Tradicional,32,78,0.1398,67.1,2496,2147.2,130.24,0,Entregado a tiempo,
PED011440,2025-10-17,2025-10-30,CL017,Grupo Abasto Metropolitano S. de R.L.,Torreón,Norte,Autoservicio,Valeria Solís,SKU018,Cold Brew Concentrado 1L,Bebidas listas,149,168,0.0703,156.19,25032,23272.31,2455.33,4,Entregado con atraso,PROMO24
PED011441,2025-12-21,2025-12-27,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,E-commerce,Luis Peña,SKU014,Blend Casa 1kg,Especialidad,9,396,0.019,388.48,3564,3496.32,659.62,0,Entregado a tiempo,
PED011441,2025-11-09,2025-11-13,CL028,Grupo Abasto Metropolitano Comercial,CDMX,Centro,E-commerce,Iván Durán,SKU002,Café Tradicional Molido 500g,Tradicional,7,148,0.0045,147.33,1036,1031.31,153.29,0,Entregado a tiempo,
PED011442,2025-09-13,2025-09-19,CL054,Café de Barrio Premium S.A. de C.V.,Aguascalientes,Occidente,HORECA,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,115,96,0.0846,87.88,11040,10106.2,935.27,0,Entregado a tiempo,
PED011442,2025-11-03,2025-11-08,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,Mayoreo,Valeria Solís,SKU019,Drip Bags Selección 8 pzas,Especialidad,303,158,0.1722,130.79,47874,39629.37,2736.73,0,Entregado a tiempo,
PED011443,2025-09-30,2025-10-06,CL070,Distribuidora Cafetalera del Norte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Sofía Gil,SKU005,Café Premium Molido 500g,Premium,12,224,0.0267,218.02,2688,2616.24,406.44,1,Entregado a tiempo,
PED011443,2025-11-20,2025-11-22,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,Autoservicio,Valeria Solís,SKU011,Descafeinado Molido 500g,Descafeinado,184,236,0.0834,216.32,43424,39802.88,3638.3,2,Entregado a tiempo,
PED011444,2025-11-15,2025-11-27,CL063,Cafetería Estación Central,Puerto Vallarta,Occidente,Mayoreo,Valeria Solís,SKU018,Cold Brew Concentrado 1L,Bebidas listas,353,168,0.1576,141.52,59304,49956.56,2859.89,4,Entregado con atraso,
PED011444,2025-12-04,2025-12-07,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Mayoreo,Andrés Castañeda,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,172,96,0.1266,83.85,16512,14422.2,1077.41,4,Entregado a tiempo,
PED011445,2025-10-04,,CL027,Comercializadora Tostado Fino MX,Toluca,Centro,Autoservicio,Andrés Castañeda,SKU013,Café de Altura 340g,Especialidad,14,176,0.1966,141.4,2464,1979.6,127.89,0,Pendiente,PROMO12
PED011445,2025-12-30,2026-01-05,CL028,Grupo Abasto Metropolitano Comercial,CD. de México,Centro,Autoservicio,Andrés Castañeda,SKU003,Café Tradicional Grano 1kg,Tradicional,27,276,0.1668,229.96,7452,6208.92,433.46,0,Entregado a tiempo,
PED011446,2025-10-29,2025-11-02,CL011,Cafetería Estación Central S.A. de C.V.,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU013,Café de Altura 340g,Especialidad,160,176,0.1685,146.34,28160,23414.4,2006.69,1,Entregado a tiempo,PROMO33
PED011446,2025-09-07,2025-09-13,CL070,Distribuidora Cafetalera del Norte S. de R.L.,Puerto Vallarta,Occidente,E-commerce,Valeria Solís,SKU003,Café Tradicional Grano 1kg,Tradicional,13,276,0.0127,272.49,3588,3542.37,486.06,1,Entregado a tiempo,
PED011447,2025-11-18,2025-11-24,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Sofía Gil,SKU002,Café Tradicional Molido 500g,Tradicional,105,148,0.0636,138.59,15540,14551.95,1336.7,2,Entregado a tiempo,
PED011447,2025-09-23,2025-09-27,CL067,Café y Punto Gourmet Comercial,Aguascalientes,Occidente,E-commerce,Valeria Solís,SKU009,Café Orgánico Grano 1kg,Orgánico,18,462,0.0657,431.65,8316,7769.7,1394.88,0,Entregado a tiempo,
PED011448,2025-09-28,2025-09-29,CL053,Bodega San Gabriel,Aguascalientes,Occidente,HORECA,Iván Durán,SKU005,Café Premium Molido 500g,Premium,66,224,0.0612,210.29,14784,13879.14,1618.84,0,Entregado a tiempo,
PED011448,2025-10-29,2025-11-03,CL046,Grupo Abasto Metropolitano S. de R.L.,Ciudad de México,Centro,Autoservicio,Iván Durán,SKU014,Blend Casa 1kg,Especialidad,154,396,0.0965,357.79,60984,55099.66,4845.58,2,Entregado a tiempo,
PED011449,2025-09-01,,CL034,Distribuidora Monte Claro,Toluca,Centro,Autoservicio,Sofía Gil,SKU010,Descafeinado Molido 250g,Descafeinado,227,124,0.0717,115.11,28148,26129.97,2329.5,0,Pendiente,
PED011449,2025-10-24,2025-10-25,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Mayoreo,Paola Luna,SKU003,Café Tradicional Grano 1kg,Tradicional,127,276,0.1594,232.01,35052,29465.27,1600.75,4,Entregado a tiempo,
PED011450,2025-10-01,2025-10-02,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,57,78,0.1,70.2,4446,4001.4,307.02,2,Entregado a tiempo,
PED011450,2025-12-13,2025-12-18,CL065,Grupo Abasto Metropolitano S. de R.L.,Guadalajara,Occidente,HORECA,Paola Luna,SKU003,Café Tradicional Grano 1kg,Tradicional,103,276,0.1151,244.23,28428,25155.69,2932.23,1,Entregado a tiempo,
PED011451,2025-12-12,2025-12-26,CL044,Café Ruta 11 ,Puebla,Centro,Mayoreo,Luis Peña,SKU002,Café Tradicional Molido 500g,Tradicional,173,148,0.076,136.75,25604,23657.75,1765.7,5,Entregado con atraso,
PED011451,2025-09-24,2025-09-27,CL012,Tiendas Plaza Viva S. de R.L.,Monterrey,Norte,HORECA,Andrés Castañeda,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,89,102,0.0549,96.4,9078,8579.6,861.53,1,Entregado a tiempo,
PED011452,2025-12-31,2026-01-04,CL050,Cadena Selecta Retail S. de R.L.,León,Occidente,HORECA,Sofía Gil,SKU008,Café Orgánico Molido 500g,Orgánico,64,248,0.0818,227.71,15872,14573.44,1238.38,1,Entregado a tiempo,
PED011452,2025-11-21,2025-11-25,CL027,Comercializadora Tostado Fino MX,Toluca,Centro,Autoservicio,Iván Durán,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,198,96,0.09,87.36,19008,17297.28,1523.21,0,Entregado a tiempo,
PED011453,2025-11-22,2025-11-25,CL050,Cadena Selecta Retail S. de R.L.,León,Occidente,HORECA,Paola Luna,SKU019,Drip Bags Selección 8 pzas,Especialidad,62,158,0.0343,152.58,9796,9459.96,1153.52,1,Entregado a tiempo,
PED011453,2025-09-05,2025-09-13,CL044,Café Ruta 11 ,Puebla,Centro,Autoservicio,Sofía Gil,SKU013,Café de Altura 340g,Especialidad,126,176,0.1158,155.62,22176,19608.12,1558.14,4,Entregado con atraso,
PED011454,2025-11-13,2025-11-17,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU017,Cápsulas Descafeinadas 10 pzas,Cápsulas,45,108,0.1391,92.98,4860,4184.1,383.72,1,Entregado a tiempo,
PED011454,2025-09-02,2025-09-04,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Luis Peña,SKU001,Café Tradicional Molido 250g,Tradicional,217,78,0.0815,71.64,16926,15545.88,1410.56,1,Entregado a tiempo,
PED011455,2025-11-03,2025-11-05,CL061,Corporativo Delta Servicios MX,Guadalajara,Occidente,Autoservicio,Paola Luna,SKU009 ,Café Orgánico Grano 1kg,Orgánico,176,462,0.1126,409.98,81312,72156.48,6934.36,2,Entregado a tiempo,
PED011455,2025-12-25,2025-12-27,CL004,Comercializadora Tostado Fino Comercial,Hermosillo,Norte,HORECA,Andrés Castañeda,SKU019,Drip Bags Selección 8 pzas,Especialidad,113,158,0.0593,148.63,17854,16795.19,2177.31,2,Entregado a tiempo,
PED011456,2025-09-28,2025-10-02,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Andrés Castañeda,SKU011,Descafeinado Molido 500g,Descafeinado,102,236,0.0957,213.41,24072,21767.82,2590.07,2,Entregado a tiempo,
PED011456,2025-10-17,2025-10-22,CL033,Mayoreo Sol del Pacífico Comercial,Querétaro,Centro,Autoservicio,Andrés Castañeda,SKU008,Café Orgánico Molido 500g,Orgánico,237,248,0.1297,215.83,58776,51151.71,3913.7,3,Entregado a tiempo,PROMO42
PED011457,2025-10-29,2025-10-30,CL042,Distribuidora Cafetalera del Norte MX,Toluca,Centro,HORECA,Luis Peña, SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,20,96,0.0686,89.41,1920,1788.2,181.36,1,Entregado a tiempo,
PED011457,2025-10-31,2025-11-02,CL058,Marketplace Espresso Shop,Morelia,Occidente,Mayoreo,Luis Peña,SKU007,Café Orgánico Molido 250g,Orgánico,47,132,0.063,123.68,6204,5812.96,446.72,0,Entregado a tiempo,
PED011458,2025-10-04,2025-10-07,CL040,Super Abarrotes La Sierra S.A. de C.V.,Toluca,Centro,Autoservicio,Paola Luna,SKU019,Drip Bags Selección 8 pzas,Especialidad,179,158,0.1026,141.79,28282,25380.41,2603.92,3,Entregado a tiempo,
PED011458,2025-10-15,2025-10-17,CL052,Distribuidora Cafetalera del Norte Comercial,Aguascalientes,Occidente,Mayoreo,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,184,148,0.0983,133.45,27232,24554.8,2016.19,0,Entregado a tiempo,
PED011459,2025-11-02,2025-11-13,CL062,Distribuidora Monte Claro Comercial,Morelia,Occidente,E-commerce,Paola Luna,SKU002,Café Tradicional Molido 500g,Tradicional,7,148,0.0405,142.01,1036,994.07,155.8,0,Entregado con atraso,
PED011459,2025-11-13,2025-11-19,CL003,Tiendas Urbanas MX MX,Chihuahua,Norte,Autoservicio,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,152,96,0.0529,90.92,14592,13819.84,1014.06,0,Entregado a tiempo,
PED011460,2025-11-30,2025-12-03,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Iván Durán,SKU010,Descafeinado Molido 250g,Descafeinado,46,124,0.0428,118.69,5704,5459.74,698.83,1,Entregado a tiempo,
PED011460,2025-12-02,2025-12-06,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Sofía Gil,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,343,96,0.0902,87.34,32928,29957.62,2471.11,2,Entregado a tiempo,
PED011461,2025-12-20,2025-12-23,CL030,Bodega San Gabriel S.A. de C.V.,Querétaro,Centro,Autoservicio,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,35,78,0.1053,69.79,2730,2442.65,186.0,0,Entregado a tiempo,
PED011461,2025-12-21,2025-12-23,CL002,Super Abarrotes La Sierra S. de R.L.,Monterrey,Norte,E-commerce,Valeria Solís,SKU014,Blend Casa 1kg,Especialidad,35,396,0.019,388.48,13860,13596.8,2251.7,1,Entregado a tiempo,
PED011462,2025-10-21,2025-10-30,CL057,Tiendas Plaza Viva Comercial,Guadalajara,Occidente,HORECA,Iván Durán,SKU009,Café Orgánico Grano 1kg,Orgánico,27,462,0.0398,443.61,12474,11977.47,1029.63,1,Entregado con atraso,
PED011462,2025-09-20,2025-09-29,CL059,Comercializadora Tostado Fino S.A. de C.V.,León,Occidente,Mayoreo,Andrés Castañeda,SKU003,Café Tradicional Grano 1kg,Tradicional,228,276,0.1382,237.86,62928,54232.08,3736.72,2,Entregado con atraso,
PED011463,2025-09-15,2025-09-20,CL063,Cafetería Estación Central,Puerto Vallarta,Occidente,E-commerce,Sofía Gil,SKU003,Café Tradicional Grano 1kg,Tradicional,25,276,0.0854,252.43,6900,6310.75,1171.16,1,Entregado a tiempo,
PED011463,2025-09-19,2025-09-20,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU001,Café Tradicional Molido 250g,Tradicional,69,78,0.0653,72.91,5382,5030.79,360.0,0,Entregado a tiempo,
PED011464,2025-12-15,2025-12-20,CL036,Marketplace Espresso Shop S. de R.L.,Ciudad de México,Centro,Mayoreo,Valeria Solís,SKU002,Café Tradicional Molido 500g,Tradicional,98,148,0.1813,121.17,14504,11874.66,743.32,3,Entregado a tiempo,
PED011464,2025-09-18,2025-09-19,CL051,Tiendas Urbanas MX MX,Morelia,Occidente,Autoservicio,Andrés Castañeda,SKU010,Descafeinado Molido 250g,Descafeinado,26,124,0.1184,109.32,3224,2842.32,279.31,0,Entregado a tiempo,
PED011465,2025-11-18,2025-11-20,CL071,Bodega San Gabriel MX,León,Occidente,Mayoreo,Iván Durán,SKU008,Café Orgánico Molido 500g,Orgánico,132,248,0.1735,204.97,32736,27056.04,2138.01,0,Entregado a tiempo,
PED011465,2025-11-19,,CL024,Mercados Unidos del Bajío Comercial,Chihuahua,Norte,Autoservicio,Andrés Castañeda,SKU007,Café Orgánico Molido 250g,Orgánico,188,132,0.0443,126.15,24816,23716.2,2286.63,5,Pendiente,
PED011466,2025-11-14,2025-11-27,CL007,Cafe de Barrio Premium S. de R.L.,Chihuahua,Norte,HORECA,Paola Luna,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,75,96,0.0876,87.59,7200,6569.25,872.92,2,Entregado con atraso,
PED011466,2025-10-17,2025-10-25,CL005,Bodega San Gabriel,Torreón,Norte,Mayoreo,Paola Luna,SKU012 ,Espresso Grano 1kg,Especialidad,200,468,0.1232,410.34,93600,82068.0,5050.58,3,Entregado con atraso,
PED011467,2025-10-20,2025-11-03,CL029,Tiendas Urbanas MX,Ciudad de México,Centro,Autoservicio,Sofía Gil,SKU016,Cápsulas Intensas 10 pzas,Cápsulas,131,102,0.0541,96.48,13362,12638.88,1153.43,1,Entregado con atraso,
PED011467,2025-12-27,2025-12-30,CL019,Café y Punto Gourmet Comercial,Hermosillo,Norte,E-commerce,Iván Durán,SKU003,Café Tradicional Grano 1kg,Tradicional,34,276,0.0771,254.72,9384,8660.48,1290.15,0,Entregado a tiempo,
PED011468,2025-12-17,2025-12-18,CL015,Marketplace Espresso Shop,Torreón,Norte,Mayoreo,Luis Peña,SKU015,Cápsulas Clásicas 10 pzas,Cápsulas,178,96,0.1217,84.32,17088,15008.96,1029.73,0,Entregado a tiempo,
PED011468,2025-12-23,2025-12-25,CL064,Mayoreo Sol del Pacífico S.A. de C.V.,Morelia,Occidente,Mayoreo,Valeria Solís,SKU009,Café Orgánico Grano 1kg,Orgánico,321,462,0.1344,399.91,148302,128371.11,9304.34,8,Entregado a tiempo,
PED011469,2025-09-23,2025-09-25,CL006,Mercados Unidos del Bajío S.A. de C.V.,Chihuahua,Norte,Autoservicio,Sofía Gil,SKU018,Cold Brew Concentrado 1L,Bebidas listas,213,168,0.0703,156.19,35784,33268.47,2958.81,5,Entregado a tiempo,
